gem_id,meaning_representation,target,references
viggo-train-87,"verify_attribute(name[Need for Speed: Most Wanted], rating[good], has_multiplayer[yes])","You said you thought Need for Speed: Most Wanted was a pretty good game, if I remember right. Do you like to play games with friends in multiplayer?","['You said you thought Need for Speed: Most Wanted was a pretty good game, if I remember right. Do you like to play games with friends in multiplayer?']"
viggo-train-88,"verify_attribute(name[Need for Speed: Most Wanted], rating[good], has_multiplayer[yes])","I know you liked Need for Speed: Most Wanted, but do you usually prefer games that offer multiplayer?","['I know you liked Need for Speed: Most Wanted, but do you usually prefer games that offer multiplayer?']"
viggo-train-89,"verify_attribute(name[Need for Speed: Most Wanted], rating[good], has_multiplayer[yes])","Are you usually a fan of multiplayer games, or was Need for Speed: Most Wanted just particularly well done?","['Are you usually a fan of multiplayer games, or was Need for Speed: Most Wanted just particularly well done?']"
viggo-train-90,"inform(name[Alan Wake's American Nightmare], release_year[2012], esrb[T (for Teen)], rating[poor], genres[action-adventure, shooter], player_perspective[third person])","If you're looking for more third person action-adventure shooter games, there's Alan Wake's American Nightmare from 2012. It has a T (for Teen) rating. It has received poor reviews, but it could still be worth a try.","[""If you're looking for more third person action-adventure shooter games, there's Alan Wake's American Nightmare from 2012. It has a T (for Teen) rating. It has received poor reviews, but it could still be worth a try.""]"
viggo-train-91,"inform(name[Alan Wake's American Nightmare], release_year[2012], esrb[T (for Teen)], rating[poor], genres[action-adventure, shooter], player_perspective[third person])",Alan Wake's American Nightmare was released in 2012 with a T (for Teen) rating. It is rated poor. It is a third person action-adventure shooter game.,"[""Alan Wake's American Nightmare was released in 2012 with a T (for Teen) rating. It is rated poor. It is a third person action-adventure shooter game.""]"
viggo-train-92,"inform(name[Alan Wake's American Nightmare], release_year[2012], esrb[T (for Teen)], rating[poor], genres[action-adventure, shooter], player_perspective[third person])","Alan Wake's American Nightmare is a third person shooter from 2012. It is an action-adventure with a T (for Teen). Unfortunately, its reviews were pretty poor.","[""Alan Wake's American Nightmare is a third person shooter from 2012. It is an action-adventure with a T (for Teen). Unfortunately, its reviews were pretty poor.""]"
viggo-train-93,"inform(name[Sid Meier's Civilization V], release_year[2010], esrb[E 10+ (for Everyone 10 and Older)], genres[simulation, turn-based strategy], player_perspective[bird view])",Sid Meier's Civilization V was released in 2010. It's rated E 10+ and is a simulation turn-based strategy with a bird view.,"[""Sid Meier's Civilization V was released in 2010. It's rated E 10+ and is a simulation turn-based strategy with a bird view.""]"
viggo-train-94,"inform(name[Sid Meier's Civilization V], release_year[2010], esrb[E 10+ (for Everyone 10 and Older)], genres[simulation, turn-based strategy], player_perspective[bird view])",Sid Meier's Civilization V was released in 2010 and redefined the traditional bird's eye turn-based strategy sim formula. It's rated E 10+ (for Everyone 10 and Older).,"[""Sid Meier's Civilization V was released in 2010 and redefined the traditional bird's eye turn-based strategy sim formula. It's rated E 10+ (for Everyone 10 and Older).""]"
viggo-train-95,"inform(name[Sid Meier's Civilization V], release_year[2010], esrb[E 10+ (for Everyone 10 and Older)], genres[simulation, turn-based strategy], player_perspective[bird view])",Sid Meier's Civilization V is a turn-based strategy simulation game that was released in 2010. It is played in bird view. It is good for Everyone 10 and Older.,"[""Sid Meier's Civilization V is a turn-based strategy simulation game that was released in 2010. It is played in bird view. It is good for Everyone 10 and Older.""]"
viggo-train-96,"inform(name[The Elder Scrolls V: Skyrim], release_year[2011], esrb[M (for Mature)], genres[adventure, role-playing])",The Elder Scrolls V: Skyrim is a mature adventure RPG from 2011.,['The Elder Scrolls V: Skyrim is a mature adventure RPG from 2011.']
viggo-train-97,"inform(name[The Elder Scrolls V: Skyrim], release_year[2011], esrb[M (for Mature)], genres[adventure, role-playing])","The Elder Scrolls V: Skyrim is an adventure, role-playing game developed by Bethesda Studios. The game was released in 2011 with a rating of M (for Mature).","['The Elder Scrolls V: Skyrim is an adventure, role-playing game developed by Bethesda Studios. The game was released in 2011 with a rating of M (for Mature).']"
viggo-train-98,"inform(name[The Elder Scrolls V: Skyrim], release_year[2011], esrb[M (for Mature)], genres[adventure, role-playing])",The Elder Scrolls V: Skyrim is an adventure RPG that came out in 2011. It's rated M (for Mature).,"[""The Elder Scrolls V: Skyrim is an adventure RPG that came out in 2011. It's rated M (for Mature).""]"
viggo-train-99,"recommend(name[Super Mario World], genres[platformer], player_perspective[side view])","You know, if you want a side view platformer there's always Super Mario World. Have you played it before?","[""You know, if you want a side view platformer there's always Super Mario World. Have you played it before?""]"
viggo-train-100,"recommend(name[Super Mario World], genres[platformer], player_perspective[side view])","If you're after a side scrolling platformer, Super Mario World is a fun game. Have you ever played it before?","[""If you're after a side scrolling platformer, Super Mario World is a fun game. Have you ever played it before?""]"
viggo-train-101,"recommend(name[Super Mario World], genres[platformer], player_perspective[side view])",Are you familiar with Super Mario World? It's this delightful side view platformer.,"[""Are you familiar with Super Mario World? It's this delightful side view platformer.""]"
viggo-train-102,"give_opinion(name[World of Warcraft], developer[Blizzard Entertainment], rating[good])",World of Warcraft is a fun game. Blizzard Entertainment is a developer that knows what they're doing and always produces a solid product.,"[""World of Warcraft is a fun game. Blizzard Entertainment is a developer that knows what they're doing and always produces a solid product.""]"
viggo-train-103,"give_opinion(name[World of Warcraft], developer[Blizzard Entertainment], rating[good])","Blizzard Entertainment did a good job with World of Warcraft, I liked playing it.","['Blizzard Entertainment did a good job with World of Warcraft, I liked playing it.']"
viggo-train-104,"give_opinion(name[World of Warcraft], developer[Blizzard Entertainment], rating[good])",World of Warcraft is a really good game from Blizzard Entertainment.,['World of Warcraft is a really good game from Blizzard Entertainment.']
viggo-train-105,"suggest(name[MotorStorm: Apocalypse], genres[vehicular combat], player_perspective[third person])","I was curious, do you enjoy third person vehicular combat games, like for example MotorStorm: Apocalypse?","['I was curious, do you enjoy third person vehicular combat games, like for example MotorStorm: Apocalypse?']"
viggo-train-106,"suggest(name[MotorStorm: Apocalypse], genres[vehicular combat], player_perspective[third person])","Have you ever played a third person vehicular combat game, like MotorStorm: Apocalypse?","['Have you ever played a third person vehicular combat game, like MotorStorm: Apocalypse?']"
viggo-train-107,"suggest(name[MotorStorm: Apocalypse], genres[vehicular combat], player_perspective[third person])","So then do you also enjoy third person vehicular combat games, like MotorStorm: Apocalypse?","['So then do you also enjoy third person vehicular combat games, like MotorStorm: Apocalypse?']"
viggo-train-108,"confirm(name[Ancient Cities], developer[Uncasual Games], genres[simulation, strategy])","I'm guessing you mean Ancient Cities, the simulation strategy game developed by Uncasual Games?","[""I'm guessing you mean Ancient Cities, the simulation strategy game developed by Uncasual Games?""]"
viggo-train-109,"confirm(name[Ancient Cities], developer[Uncasual Games], genres[simulation, strategy])","Ancient Cities, the strategy sim developed by Uncasual Games?","['Ancient Cities, the strategy sim developed by Uncasual Games?']"
